ISBN,Title,Author,Year_Publication,Publisher
24430,"The New Girl (Sweet Valley Twins, No 6)",Francine Pascal,1987,Sweet Valley
24520,Truth and Lies in Literature: Essays and Reviews,Stephen Vizinczey,1986,Pub Group West
24497,Master Thinker II : Six Thinking Hats,Edward De Bono,1997,Audio Literature
24491,Things I Have to Tell You,Betsy Franco,2001,Candlewick Press (MA)
24489,"The Joy of Knitting: Texture, Color, Design, and the Global Knitting Circle",Lisa R. Myers,2001,Running Press Book Publishers
24338,The Long Orbit,Mick Farren,1988,Del Rey Books
24509,The Stars Asunder,Debra Doyle,2000,Tor Books
24306,Fortress in the Eye of Time,C. J. Cherryh,1995,Harpercollins
24331,Writing and reading across the curriculum,Laurence Behrens,1985,"Little, Brown"
25076,"The Topping Book: Or, Getting Good at Being Bad",Dossie Easton,1998,Greenery Press (CA)
24374,Zen Fables for Today,R Mclean,1998,Perennial Currents
24501,The Flame and the Flower,Kathleen E. Woodiwiss,1999,Audio Literature
61675,SONG OF RUTH (Kangaroo Book),Frank G. Slaughter,1977,Pocket
24494,Dragonflight (Super Sound Buys),Anne McCaffrey,1994,New Star Media Inc
24495,Dragonquest (Super Sound Buys),Anne McCaffrey,1994,Audio Literature
24496,The White Dragon,Anne McCaffrey,1995,New Star Media Inc
24424,Zen at Work,Les Kaye,1997,Crown Publishing Group (NY)
24490,New York: Off the Beaten Path (4th ed),William G.,1997,Globe Pequot Pr
24516,The Art of AIDS,Rob Baker,1994,Continuum International Publishing Group
24326,The Extremes,Christopher Priest,1999,St. Martin's Press
57392,Gifts,Jo-ann Power,1996,Pocket
47754,The Gospel According to the Son,Norman Mailer,1999,Ballantine Books
57182,One Tuesday Morning,Karen Kingsbury,2003,Zondervan Publishing Company
57451,The Magpie Bridge,Liu Hong,2004,Trafalgar Square
55237,The Blood of the Lamb,Thomas F. Monteleone,1993,Tor Books (Mm)
25497,Tulipomania : The Story of the World's Most Coveted Flower &amp; the Extraordinary Passions It Aroused,Mike Dash,2001,Three Rivers Press (CA)
57481,Le Pacte des loups,Pierre Pelot,2001,Rivages
57478,Premier amour,Ivan Tourgueniev,1976,LGF
60186,Viaje a Portugal,Jose Saramago,2002,Colleccion Millenium
45164,"The Wind-Witch (The Warhorse of Esdragon, Book 2)",Susan Dexter,1994,Del Rey Books
65403,Blood Trillium,Julian May,1992,Bantam Dell Pub Group
24635,Blue Orleans,O'Neil Denoux,1991,Zebra Books
24613,The Executioner (Avon Flare Book),Jay Bennett,1982,Avon
24623,Multiple Intelligences: The Theory in Practice,Howard Gardner,1993,Basic Books
24605,"Fair And Wise (Silhouette Special Edition, No 819)",Gina Ferris,1993,Silhouette
24600,Story and structure,Laurence Perrine,1983,Harcourt Brace Jovanovich
24602,"World Killers (Sentinels, No 4)",Jack Mc Kinney,1995,Del Rey Books
24614,War Games,Thomas B. Allen,1989,Berkley Pub Group
24603,"Rubicon (Sentinels, No 5)",Jack McKinney,1990,Del Rey Books
24633,They Call Me Coach,John R. Wooden,1988,McGraw-Hill/Contemporary Books
25173,Rose For Maggie (Rita Award),Kathleen Korbel,1996,Silhouette
41075,The Wood Wife,Terri Windling,1996,Tor Books
57511,Pantale√≥n y las visitadoras (CLUB Bruguera),Mario Vargas Llosa,1980,Bruguera
57513,La Rosa de Alejandr√≠a: Novela (Colecci√≥n Autores espa√±oles e hispanoamericanos),Manuel V√°zquez Montalb√°n,1984,Planeta
63903,Eighty Million Eyes,Ed McBain,1987,Harper Mass Market Paperbacks (Mm)
24994,Prison Writings : My Life Is My Sundance,Leonard Peltier,2000,St. Martin's Griffin
60566,Return of the Native,Thomas Hardy,1982,Bantam
47586,The Entity,Frank De Felitta,1981,Warner Books (Mm)
24653,Interview mit einem Barbier.,Douglas Lindsay,2003,Goldmann
24659,"Diana-Taschenb√?¬ºcher, Nr.53, Metroland",Julian Barnes,1999,Heyne
24661,Das Blut des K√?¬∂nigs 02. Der Fischerk√?¬∂nig.,Tim Powers,2002,Heyne
43701,The Joy of Photography,Eastman Kodak Company,1991,Addison Wesley Publishing Company
54329,A Dog's Ransom,Patricia Highsmith,1987,Penguin USA
41378,Unholy Ghost: Writers on Depression,Nell Casey,2002,Perennial
24690,"Human Osteology: A Laboratory and Field Manual (Special Publications (Missouri Archaeological Society), No. 2.)",William M. Bass,1995,Missouri Archaeological Society
24682,Understanding Physical Anthropology and Archaeology With Infotrac and Earthwatch,William Turnbaugh,2002,Wadsworth Publishing Company
57524,The Solitaire Mystery,Jostein Gaarder,2001,Trafalgar Square (J)
24691,Now Let's Talk About Music,Gordon Merrick,1997,Consortium Book Sales &amp; Dist
24677,Ethics and the Conduct of Business (4th Edition),John R. Boatright,2002,Prentice Hall
24692,"My First Time, Volume 3 : Gay Men Describe Their First Same-Sex Experience (My First Time)",Jack Hart,2002,Consortium
24688,"Maryland: A Middle Temperament, 1634-1980 (Maryland Paperback Bookshelf)",Robert J. Brugger,1996,Johns Hopkins University Press
47545,Piercing the Darkness : Undercover with Vampires in America Today,Katherine Ramsland,1999,HarperTorch
54336,Firefly Gadroon (Penguin Crime Fiction),Jonathan Gash,1985,Penguin Books
39443,A separate reality : further conversations with Don Juan,Carlos Castaneda,1972,Pocket Books
57566,Dreams That Money Can Buy: The Tragic Life of Libby Holman,Jon Bradshaw,1985,Smithmark Pub
57558,Out of the Dark : A Trish Maguire Mystery (Trish Maguire Mysteries),Natasha Cooper,2002,St. Martin's Minotaur
57557,Dancing with the Devil : The Windsors and Jimmy Donahue,Christopher Wilson,2002,St. Martin's Griffin
62506,My Mother's House and Sido,Colette,1975,Farrar Straus Giroux
36501,The Light Bearer,Donna Gillespie,1994,Berkley Pub Group
45193,The Sacred Seven (One Land Saga),Amy Stout,1996,Harpercollins
45247,City of Illusions,Ursula K. Le Guin,1980,Ace Books
41834,The Salvation,Melinda Metz,2000,Simon Spotlight Entertainment
41828,The Stowaway,Melinda Metz,2000,Simon Spotlight Entertainment
41831,The Vanished (Roswell High),Melinda Metz,2000,Simon Spotlight Entertainment
34995,"Rebel'S Bride (The Whitaker Brides, Wedding Arch) (Silhouette Special Edition, No 1034)",Michael Flynn,1996,Silhouette
60649,The Cursed Land (Magic: The Gathering),Teri McLaren,1995,Eos
41827,"The Intruder: Roswell High #5 (Roswell High, No 5)",Melinda Metz,1999,Simon Pulse
41950,Little Green Men,Dean Wesley Smith,2002,Simon Spotlight Entertainment
54252,George Washington : Young Leader (Childhood Of Famous Americans),Augusta Stevenson,1986,Aladdin
55116,Willow Chase (American Diaries),Kathleen Duey,1997,Aladdin
54792,Autumn Street,Lois Lowry,1986,Yearling Books
30835,"The Calling of the Three (Night-Threads, Book 1)",Ru Emerson,1990,Ace Books
61258,"The Dragon Doesn't Live Here Anymore: Loving Fully, Living Freely",Alan Cohen,1993,Ballantine Books
25155,"Bride For Saint Nick (Harlequin Intimate Moments, No 752)",Carole Buck,1996,Silhouette
61957,The Second Omni Book of Science Fiction,Ellen Datlow,1984,Kensington Pub Corp (Mm)
50042,In the Shadow of the Gargoyle,Nancy Kilpatrick,1999,Ace Books
44015,Lost At Sea (SVH #56),Francine Pascal,1989,Sweet Valley
47646,FALL INTO DARKNESS,Christopher Pike,1990,Simon Pulse
39885,Cassie Binegar (MacLachlan Repackages),Patricia MacLachlan,1987,HarperTrophy
30221,The Other Glass Teat,Harlan Ellison,1983,Ace Books
30294,Paingod and Other Delusions,Harlan Ellison,1999,eReads.com
57596,MOON DANCE,Mariah Stewart,1998,Pocket Books
30222,Paingod and Other Delusions,Harlan Ellison,1983,Ace Books
57594,Thorn Birds,Colleen McCullough,1999,Sagebrush Bound
30224,Web of the City,Harlan Ellison,1983,Ace Books
57607,A Time to Stand,Walter Lord,1978,University of Nebraska Press
57613,Everglades: River of Grass,Marjory Stoneman Douglas,1986,Florida Classics
30293,Gentleman Junkie,Harlan Ellison,2001,eReads.com
57579,The Metamorphosis: Translation Backgrounds and Contexts Criticism (Norton Critical Editions),Franz Kafka,1996,W.W. Norton &amp; Company
57612,The Time Machine,Wells,1995,Pages Publishing Group
62318,Mond √?¬ºber Vietnam. Streifz√?¬ºge mit Boot und Fahrrad.,Maria Coffey,2002,Goldmann
57631,Waist-High in the World: A Life Among the Nondisabled,Nancy Mairs,1997,Beacon Press
39256,"Sleeping, Dreaming, and Dying: An Exploration of Consciousness With the Dalai Lama",Dalai Lama,1997,Wisdom Publications
62395,"Mars and Venus Starting Over: A Practical Guide for Finding Love Again after a Painful Breakup, Divorce, or the Loss of a Loved One",John Gray,1998,HarperCollins Publishers
60293,Dragon's Daughter  (The Brotherhood of the Dragon),Catherine Archer,2003,Harlequin
34846,Der Zimmerspringbrunnen. Ein Heimatroman.,Jens Sparschuh,1997,btb
62385,Persuasion: Authoritative Text Backgrounds and Contexts Criticism (Norton Critical Editions),Jane Austen,1995,W. W. Norton &amp; Company
62386,Emma,Jane Austen,1996,Hyperion Books
37612,Hagen von Tronje. Ein Nibelungen- Roman.,Wolfgang Hohlbein,1997,Heyne
37614,Die Br√?¬ºder L√?¬∂wenherz. ( Ab 10 J.).,Astrid Lindgren,1995,Oetinger Verlag
46131,Les Essais - Extraits,Michel E. Montaigne,0,Schoenhofs Foreign Books
62405,Laws of Manifestation,David Spangler,1981,Rudolph Steiner Pr
62408,The Cancer Cure That Worked: 50 Years of Suppression,Barry Lynes,1987,Hazelden
62402,Spiritual Diary,P. Yogananda,1968,Self-Realization Fellowship Publishers
62413,Tower of Secrets: A Real Life Spy Thriller,Victor Sheymov,1993,Naval Inst Pr
47782,Britney Spears' Heart to Heart,BRITNEY SPEARS,2000,Three Rivers Press
61174,Grizzly (Gary Paulsen World of Adventure Series),Gary Paulsen,1997,Yearling Books
47800,Night Light : A Devotional for Couples,Dr. James Dobson,2000,Multnomah
61541,Our solar system,Ian Graham,1991,Scholastic Inc
47801,Birds : A Golden Guide from St. Martin's Press (Golden Guide),Ira N. Gabrielson,2001,Golden Guides from St. Martin's Press
47802,"Rocks, Gems and Minerals : A Golden Guide from St. Martin's Press (Golden Guide from St. Martin's Press)",Paul R. Shaffer,2001,Golden Guides from St. Martin's Press
47803,The Sky Observer's Guide: A Handbook for Amateur Astronomers (Golden Guide),R. Newton Mayall,2001,Golden Guides from St. Martin's Press
47772,Geology (Golden Guide),Frank Harold Trevor Rhodes,1991,St Martins Pr
41688,Einstein's Unfinished Symphony: Listening to the Sounds of Space-Time,Marcia Bartusiak,2003,Berkley Publishing Group
47781,National Audubon Society First Field Guide Weather (Audubon Society First Field Guide),Jonathan D. Kahl,1998,Scholastic
47793,From Tolkien to Oz,William McGuire,1986,Unicorn Pub House
47783,79 PARK AVE      S,Robbins,1985,Pocket
39238,The Righteous: The Unsung Heroes of the Holocaust,Martin Gilbert,2003,Henry Holt &amp; Company
31574,The Shoes of the Fisherman,Morris West,2003,Toby Press
35856,Reader's Digest Knitter's Handbook: A Comprehensive Guide to the Principles and Techniques of Handknitting,Montse Stanley,1993,Putnam Pub Group
63547,"Sri Isopanisad: The Knowledge That Brings One Nearer to the Supreme Personality of Godhead, Krsna",A. C. Bhaktivedanta Swami Prabhupada,1993,Bhaktivedanta Book Trust
55166,Scattering of Jades,Alexander C. Irvine,2003,Tor Fantasy
55134,The Lady Vanishes,Lina  Ethel White,2001,I Books
47078,"The collected short stories of Roald Dahl: An omnibus volume containing Kiss, kiss, Over to you, Switch bitch, Someone like you, and eight further tales of the unexpected",Roald Dahl,1991,Penguin Books USA
60264,"Husband From 9 To 5 (Loving The Boss) (Silhouette Romance, 1354)",Susan Meier,1999,Silhouette
24774,Moving Mars,Greg Bear,1993,St Martins Pr
24781,"Danger Unlimited (Hardy Boys Case File 79) : Danger Unlimited (Hardy Boys Casefiles, No 79)",Franklin W. Dixon,1993,Simon Pulse
24784,Virtues in Verse: The Best of Berton Braley,Linda Tania Abrams,1994,Atlantean Press
24779,The Pelican Brief,John Grisham,1992,Random House Audio Publishing Group
43948,Have His Carcase,Dorothy L. Sayers,1995,HarperTorch
25158,"Lady In Red (Silhouette Intimate Moments, No 763)",Charles Hampden-Turner,1997,Silhouette
3539,Riptide.,Douglas Preston,2001,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co."
64436,All These Earths,F.M. Busby,1985,Bantam Books
57874,A Book of Surrealist Games,Alastair Brotchie,1995,Shambhala
62486,"Shadows on the Wall (York Trilogy, 1)",Phyllis Reynolds Naylor,2002,Aladdin
65233,Tales from the Crypt: Introduced by the Crypt-Keeper,Eleanor Fremont,1991,Random House Childrens Books
63337,Twelve Ordinary Men,John MacArthur,2002,W Publishing Group
47668,The Lost Slayer (Buffy the Vampire Slayer),Christopher Golden,2003,Simon Spotlight Entertainment
54459,"The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw, 1939-1945",Wladyslaw Szpilman,2000,Picador USA
38762,DEAD GIRL : DEAD GIRL,Melanie Thernstrom,1991,Pocket
62515,"The Story of D-Day: June 6, 1944 (Landmark Books (Paperback))",Bruce Jr. Bliven,1991,Random House Children's Books
40099,Dog Breed Handbooks: Poodle,Bruce Fogle,1999,DK Publishing Inc
38283,Magical Hearth: Home for the Modern Pagan,Janet Thompson,1995,Weiser Books
62523,Little Treasure Of Love Poems,Outlet,1988,Random House Value Publishing
62511,Skin Deep: Black Women &amp; White Women Write About Race,Marita Golden,1995,Bantam Dell Pub Group
62530,Guide My Feet: Prayers and Meditations on Loving and Working for Children,Marian Wright Edelman,1995,Beacon Press
47047,Wild Swans: Three Daughters of China,Jung Chang,1991,Simon &amp; Schuster
62546,The Rod of Seven Parts (Ad&amp;D Hardcover Novels),Douglas Niles,1996,Wizards of the Coast
64732,Betrayal of Trust : The Collapse of Global Public Health,Laurie Garrett,2001,Hyperion
24833,La M√?¬©tamorphose,Franz Kafka,1999,Flammarion
24852,Ways of Seeing,John Berger,0,British Broadcasting Corp
59841,Love Object,Edna O'Brien,1975,Penguin USA
38320,Outcasts of Poker Flat (Complete and Unabridged Classics),Bret Harte,1985,Troll Communications Llc
24893,"Leute, die an die T√?¬ºr klopfen. Roman.",Patricia Highsmith,1996,Diogenes Verlag
59330,"Millionaire And The Mom (The Stockwells Of Texas) (Silhouette Special Edition, No 1387)",Patricia Kay,2001,Silhouette
62628,Alice in April,PHYLLIS REYNOLDS NAYLOR,1995,Yearling
24921,930 Matchbook Advertising Cuts of the Twenties and Thirties (Pictorial Archive Series),Trina Robbins,1997,Dover Publications
62637,"G√?¬∂del, Escher, Bach. Les Brins d'une Guirlande Eternelle",Douglas Hofstadter,2000,Dunod
24902,The Bride of Lammermoor (Oxford World's Classics),Sir Walter Scott,1998,Oxford University Press
24899,"The Creative Writer's Handbook: What to Write, How to Write It, Where to Sell It (Barnes &amp; Noble Reference Book ; Eh 421)",Isabelle Gibson Ziegler,1975,Harpercollins
24903,Chasin' the Trane: The Music and Mystique of John Coltrane (Da Capo Paperback),J.C. Thomas,1976,Da Capo Press
62639,"Le Cinquieme Element (Fiction, Poetry and Drama)",L Besson,0,Pocket
24930,101 Famous Poems,Roy J. Cook,1994,McGraw-Hill/Contemporary Books
24901,The end of the affair,Graham Greene,1977,Penguin Books
24926,Age of Innocence,Edith Wharton,1968,Simon &amp; Schuster
24906,Family Portraits: Remembrances by Twenty Distinguished Writers,Carolyn Anthony,1989,Doubleday Books
24904,Writing poems,Robert Wallace,1987,"Little, Brown"
24931,Feminisms: An Anthology of Literary Theory and Criticism,Robyn R. Warhol,1991,Rutgers University Press
24914,Duino Elegies and the Sonnets to Orpheus,Rainer Maria Rilke,1977,Mariner Books
24932,Paul McCartney Paintings,Paul McCartney,2000,Bulfinch
24925,The Easter Parade (Vintage Contemporaries),Richard Yates,1989,Vintage Books USA
25040,Encyclopedia of the Worlds Religions,R D Zaehner,0,Barnes Noble Books
25009,Spontaneous Human Combustion,Jenny Randles,1994,Berkley Pub Group
25093,Instead of Education: Ways to Help People do Things Better,John Holt,2004,Sentient Publications
25091,The Red-Haired Girl from the Bog: The Landscape of Celtic Myth and Spirit,Patricia Monaghan,2004,New World Library
25058,"The Abortion Myth: Feminism, Morality, and the Hard Choices Women Make",Leslie Cannold,2001,Wesleyan University Press Distributed by Univ
24983,The Once and Future Goddess : A Sweeping Visual Chronicle of the Sacred Female and Her Reemergence in the Cult,Elinor Gadon,1989,HarperSanFrancisco
25089,Everyday Math for Dummies,Charles  Seiter,1995,For Dummies
25020,The Way We Think: Conceptual Blending and the Mind's Hidden Complexities,Gilles Fauconnier,2003,Basic Books
38385,Jitterbug,Mike McQuay,1984,Bantam Books
25008,How the Irish Became White,Noel Ignatiev,1996,Routledge
38887,Topaz Dreams (Futuristic Romance),Marilyn Campbell,1997,Loveswept
25098,Wildflowers of Minnesota: Field Guide,Stan Tekiela,1999,Adventure Publications
25086,Truth About Columbus: Subversively True Poster Book for a Dubiously Celebratory Occasion,James W. Loewen,1992,New Press
24991,American Holocaust: The Conquest of the New World,David E. Stannard,1993,Oxford University Press
30854,For Better or for Best,Gary Smalley,1991,HarperPrism
57051,Passion's Fire,Cassie Edwards,2001,Zebra Books
44166,The Daughters of Cain,Colin Dexter,1995,Random House Inc
55363,The Fountain Overflows (New York Review Books Classics),Rebecca West,2002,New York Review of Books
63757,School for the Blind,Dennis McFarland,1995,Ivy Books
64627,The Deadline: A Novel About Project Management,Tom Demarco,1997,"Dorset House Publishing Company, Incorporated"
42937,Australia: Four Inspirational Love Stories from the Land Down Under (Inspirational Romance Collections),Mary Hawkins,2000,Barbour Publishing
63755,"An American Requiem: God, My Father, and the War That Came Between Us",James Carroll,1996,Houghton Mifflin
47051,A Suitable Boy,Vikram Seth,1994,Polygram Spoken Word
57014,Bird (Eyewitness Books),David Burnie,1988,Alfred A. Knopf
57016,Insects (DK Pockets),L. A. Mound,2003,Dorling Kindersley Publishing
45162,Grayheart,Tara K. Harper,1996,Del Rey Books
60417,Hitched : The Go-Girl Guide to the First Year of Marriage,Julia Bourland,2003,Atria Books
60994,Angel of Fire,Tanya Anne Crosby,1992,Harper Mass Market Paperbacks (Mm)
