ID,Drama,Comedy,Action,Thriller,Sci-Fi,Romance,Adventure,Crime,War,Horror,Children,Animation,Mystery,Musical,Fantasy,Film-Noir,Western,Documentary
3476,186,151,105,99,83,68,60,28,48,243,50,28,28,34,15,12,31,16
3477,44,56,6,10,1,72,5,5,7,2,13,13,3,42,1,1,0,7
3478,39,27,2,21,2,15,1,1,4,3,6,4,8,7,1,3,0,0
3479,33,35,21,16,13,11,11,5,7,7,4,8,3,2,3,2,0,1
3480,14,10,20,6,17,16,16,0,13,1,2,0,2,0,4,0,5,0
3481,60,39,22,34,22,16,14,17,16,11,7,2,16,6,11,4,1,3
3482,24,15,26,24,31,4,9,5,8,6,3,2,5,2,2,3,1,0
3483,261,206,192,160,82,87,64,63,46,18,22,7,27,4,16,6,21,3
3484,31,138,51,36,64,22,34,6,12,12,20,10,7,7,10,1,4,4
3485,24,7,8,6,3,2,6,4,11,2,3,2,3,4,1,2,0,1
3486,14,35,6,0,7,13,17,1,3,2,70,36,0,45,11,0,0,0
3487,164,77,59,77,31,48,29,39,24,11,6,6,22,6,8,11,3,2
3488,4,1,15,8,16,0,6,2,2,1,2,0,2,0,0,1,0,0
3489,26,65,31,10,16,11,14,7,7,8,7,4,1,4,5,1,2,1
3490,94,76,46,53,26,40,17,31,24,13,14,18,16,14,2,13,5,1
3491,230,208,191,152,99,80,87,48,39,129,35,22,25,13,20,6,14,2
3492,24,33,2,3,7,14,1,3,1,9,0,0,2,8,2,0,0,0
3493,49,37,82,33,39,10,40,7,51,7,7,1,6,4,6,2,17,0
3494,18,15,7,8,1,2,2,1,2,2,2,3,2,1,0,2,0,0
3495,7,9,4,6,6,1,2,0,0,3,1,2,0,0,0,0,0,0
3496,7,22,4,2,2,3,2,2,1,0,1,5,0,0,1,0,0,0
3497,41,23,21,19,11,33,13,4,4,4,3,4,6,5,1,1,1,1
3498,53,31,26,36,9,14,12,16,6,5,8,6,9,4,2,0,1,0
3499,89,165,186,86,86,54,85,62,29,21,39,30,24,23,22,8,9,16
3500,17,27,22,4,17,4,15,5,5,2,5,0,0,0,13,1,13,0
3501,107,56,18,38,9,39,12,21,26,3,9,4,18,3,4,9,3,4
3502,17,15,2,5,2,5,1,6,3,1,3,3,1,0,0,1,0,0
3503,176,163,126,99,82,57,87,44,52,34,28,16,34,16,28,8,9,5
3504,107,76,31,45,13,35,20,18,7,18,9,3,17,4,4,5,1,0
3505,41,38,12,19,11,17,6,15,6,1,3,4,10,2,2,18,0,0
3506,29,27,23,15,10,11,11,10,8,2,1,1,1,0,1,1,0,1
3507,325,344,215,219,85,109,92,96,60,55,47,34,44,22,25,19,16,9
3508,7,3,23,13,26,2,11,0,5,2,4,2,0,0,4,1,0,0
3509,97,145,139,80,78,39,76,35,24,30,59,29,12,20,26,4,4,0
3510,9,28,25,9,43,5,21,2,4,2,7,4,2,3,5,1,2,0
3511,46,54,85,32,59,21,68,13,13,5,31,12,6,2,27,7,16,1
3512,133,136,115,56,85,59,85,22,26,21,60,37,11,21,30,3,8,0
3513,105,138,116,53,42,42,44,28,22,15,22,14,5,9,9,0,5,1
3514,34,19,14,17,9,6,6,8,11,2,3,6,6,0,1,5,2,2
3515,46,29,15,18,10,11,8,10,17,10,6,3,7,2,1,4,4,0
3516,30,34,65,39,85,9,48,11,9,21,20,12,4,4,23,3,1,1
3517,21,80,34,6,15,17,19,3,9,5,6,4,1,3,11,1,5,0
3518,237,228,50,41,42,108,34,27,16,20,38,20,12,25,16,1,6,10
3519,274,320,118,68,47,133,63,50,23,24,51,19,14,22,22,2,12,12
3520,122,151,35,41,24,28,14,20,10,19,10,7,5,10,6,6,5,4
3521,131,150,53,53,44,57,31,21,26,40,22,18,14,33,8,14,10,6
3522,15,15,33,18,16,2,20,6,4,11,4,1,1,1,7,0,1,1
3523,16,8,17,13,16,2,9,4,4,4,1,0,1,1,1,1,2,0
3524,58,54,26,36,9,23,6,8,4,14,4,1,6,1,1,3,3,0
3525,32,25,21,20,14,7,13,9,3,23,3,3,3,0,4,0,0,0
3526,263,408,240,256,103,124,99,92,57,63,70,42,40,92,21,10,25,3
3527,13,13,16,12,6,6,5,8,4,5,3,3,1,1,1,0,0,0
3528,4,15,11,21,17,1,5,1,1,106,0,1,3,1,1,1,0,0
3529,65,48,90,62,83,37,58,15,9,23,12,3,16,18,21,8,3,0
3530,5,7,13,7,5,4,6,3,3,3,0,0,0,0,0,0,0,0
3531,45,29,15,10,7,15,9,7,7,1,2,2,2,2,1,0,0,0
3532,57,40,15,27,4,28,5,11,9,1,5,4,7,1,1,1,1,1
3533,42,27,17,26,5,19,3,13,6,2,1,2,4,0,1,2,2,2
3534,16,11,43,13,17,10,12,9,12,3,1,1,0,0,1,1,3,0
3535,13,2,26,6,6,0,6,5,8,2,0,0,0,0,1,0,2,0
3536,47,51,51,52,17,19,22,25,20,11,19,20,6,14,7,2,1,0
3537,12,23,13,8,9,6,5,3,2,3,7,5,0,0,0,0,0,3
3538,91,43,29,57,12,18,6,25,5,4,2,3,24,0,1,4,2,0
3539,387,418,192,184,100,197,91,86,38,81,85,54,43,56,36,13,14,13
3540,70,66,83,48,37,22,40,16,17,13,11,5,5,1,16,0,3,1
3541,32,4,3,5,0,2,1,9,5,1,1,0,1,1,0,1,1,0
3542,8,3,8,7,2,4,3,0,0,0,0,0,0,0,0,0,0,0
3543,53,23,6,16,7,6,6,13,13,8,4,3,5,3,0,8,3,3
3544,13,7,5,6,4,4,1,1,4,8,2,1,0,6,0,0,0,1
3545,12,7,4,7,2,4,3,3,2,2,0,1,6,0,0,8,1,1
3546,169,199,92,62,37,65,46,73,27,17,6,2,16,11,7,20,6,12
3547,179,123,45,49,45,77,35,9,22,30,8,2,11,10,17,4,2,5
3548,8,8,9,5,5,2,2,2,2,2,0,0,1,0,0,0,0,0
3549,10,33,6,2,5,8,5,1,2,1,3,2,0,1,0,0,0,0
3550,102,154,96,56,59,24,46,33,19,35,15,17,11,12,6,8,10,5
3551,61,10,14,38,6,17,4,6,5,2,3,1,7,0,1,2,0,0
3552,10,4,6,6,2,2,1,0,2,0,0,0,2,0,0,0,1,0
3553,9,9,43,24,17,4,16,4,6,1,1,0,1,0,0,0,0,0
3554,7,17,10,6,5,2,4,3,1,12,0,3,1,2,1,0,0,0
3555,20,21,69,21,40,16,113,5,10,3,28,5,3,4,22,1,2,0
3556,32,24,68,42,31,15,33,16,12,3,5,3,4,1,12,6,0,0
3557,116,214,69,58,54,56,43,36,10,27,39,16,15,18,18,3,5,1
3558,99,148,120,45,33,45,39,26,20,8,16,6,5,9,11,0,4,1
3559,19,46,6,7,4,16,3,6,3,16,5,6,3,4,3,3,0,0
3560,72,52,14,20,5,25,9,15,8,6,14,8,3,12,3,2,2,0
3561,61,174,45,39,26,35,21,15,8,15,5,7,6,6,7,2,5,0
3562,246,282,140,128,68,153,68,42,26,61,32,15,22,19,21,6,7,2
3563,140,66,31,21,19,26,15,17,16,12,6,3,5,3,5,3,2,0
3564,36,20,79,61,48,12,35,11,6,38,1,0,7,1,4,2,4,0
3565,32,30,73,63,56,14,29,14,13,17,9,2,7,3,10,1,2,0
3566,22,4,6,2,1,4,7,6,7,1,2,1,0,1,1,1,1,0
3567,32,19,18,16,11,5,6,8,10,7,2,2,4,1,3,2,0,1
3568,35,12,46,21,60,10,21,4,44,9,2,1,3,1,3,2,3,1
3569,107,169,63,69,51,38,65,24,15,91,73,33,13,31,30,4,11,1
3570,10,12,1,2,1,2,1,2,1,0,0,0,0,1,0,2,2,0
3571,24,37,24,27,14,9,12,2,3,13,10,10,4,3,4,2,2,0
3572,59,72,7,4,5,24,2,6,6,1,6,4,2,5,1,1,0,1
3573,5,10,15,6,19,1,12,0,6,2,14,6,0,3,4,0,0,0
3574,58,67,49,31,22,17,13,18,11,15,7,6,8,3,2,0,4,3
3575,4,10,10,7,6,3,4,1,1,26,0,0,2,0,0,0,0,0
3576,134,170,158,65,83,56,103,30,57,36,128,54,13,58,26,3,36,1
3577,36,32,13,4,2,74,11,0,5,0,2,1,1,4,1,0,1,0
3578,81,133,89,48,36,57,45,24,19,8,6,2,14,12,13,8,16,1
3579,32,41,217,60,74,21,85,13,24,15,53,51,7,21,15,1,7,0
3580,9,8,47,46,27,10,21,3,4,8,1,0,3,0,4,1,0,0
3581,4,5,24,9,27,1,16,0,3,3,1,0,1,0,2,0,1,0
3582,9,25,47,16,23,14,90,3,2,0,26,4,3,4,13,2,1,0
3583,13,6,6,6,1,29,1,0,8,0,0,0,0,2,0,0,0,0
3584,24,20,26,22,5,3,6,54,2,5,0,0,8,0,1,2,0,0
3585,199,63,18,25,6,108,10,8,21,1,7,2,7,9,2,2,4,1
3586,94,38,19,18,12,52,15,5,24,15,9,3,4,10,5,6,3,1
3587,18,10,16,14,6,6,5,1,6,2,1,0,2,2,0,0,6,0
3588,95,28,100,55,32,27,30,54,36,3,2,0,14,2,4,21,26,0
3589,211,227,285,108,126,66,149,62,77,28,48,12,19,14,31,5,43,2
3590,163,201,83,87,44,64,44,36,16,34,48,38,23,21,15,8,3,2
3591,79,70,62,55,25,33,24,19,13,7,6,2,12,2,3,0,4,1
3592,184,154,38,23,15,89,28,16,31,4,27,20,21,35,9,3,6,1
3593,20,61,6,3,4,14,5,1,1,1,6,4,0,3,0,0,0,0
3594,49,45,48,33,26,12,25,13,9,15,28,21,5,11,8,0,1,0
3595,5,18,10,5,5,2,3,0,2,6,2,1,0,0,4,0,0,0
3596,67,41,10,19,5,22,8,11,11,5,3,4,13,3,0,15,2,6
3597,16,32,19,12,10,7,17,5,3,7,26,19,4,12,2,1,1,0
3598,30,22,14,9,10,10,10,5,4,0,9,3,2,1,3,1,1,1
3599,29,31,117,84,78,17,37,20,10,15,6,2,8,1,5,2,3,1
3600,154,170,55,82,18,61,25,24,16,14,58,17,15,12,8,2,4,0
3601,90,44,24,21,15,54,26,8,16,0,20,9,6,9,19,5,1,0
3602,31,43,21,13,12,5,13,7,4,9,2,4,4,1,3,4,1,1
3603,68,95,125,159,73,33,49,35,14,31,1,0,33,4,5,6,6,0
3604,4,24,2,1,1,4,3,1,0,0,8,8,0,2,1,0,0,0
3605,40,25,45,32,18,9,13,27,12,11,1,4,4,2,2,3,3,1
3606,33,9,5,2,3,3,1,5,4,0,3,0,0,1,2,0,0,0
3607,43,91,99,61,145,24,57,11,28,27,11,8,7,12,12,4,6,0
3608,20,97,4,2,3,29,5,3,1,0,15,10,1,3,2,0,1,0
3609,29,95,45,31,10,37,17,8,3,2,13,6,1,2,6,0,2,0
3610,157,272,178,118,81,86,80,40,41,46,85,57,17,90,21,18,14,4
3611,68,84,43,26,62,61,36,6,15,3,16,9,5,10,12,1,3,0
3612,71,77,81,70,22,34,27,13,26,10,2,2,15,5,3,2,5,1
3613,37,22,22,16,2,10,1,37,4,2,0,0,3,0,0,2,1,0
3614,40,71,63,38,20,22,23,10,9,14,7,7,6,2,7,1,2,0
3615,45,60,20,19,27,10,30,14,9,14,45,45,4,24,19,5,5,9
3616,8,2,18,6,7,1,1,4,4,3,0,0,0,1,0,0,2,0
3617,18,10,13,9,14,2,10,0,9,8,5,3,1,1,2,1,0,0
3618,672,303,317,331,127,185,139,121,69,88,32,5,76,43,32,20,44,14
3619,39,24,31,31,11,5,12,7,8,8,0,0,3,2,1,0,2,1
3620,163,109,184,108,82,94,70,68,32,18,8,3,16,6,17,4,8,1
3621,138,108,98,63,115,23,50,22,54,27,39,28,36,18,13,11,13,2
3622,58,60,34,22,27,59,17,11,13,1,16,17,8,18,8,7,9,1
3623,4,2,3,6,1,2,3,5,2,2,0,1,4,0,0,15,0,0
3624,101,91,128,93,116,29,73,26,19,32,35,22,11,15,25,5,4,1
3625,64,60,73,64,29,19,25,20,15,17,5,2,9,2,4,2,6,1
3626,196,292,298,178,112,74,133,71,42,146,62,42,25,21,29,3,13,0
3627,13,14,6,9,2,4,2,2,1,4,0,0,4,1,0,1,2,0
3628,15,8,6,6,2,0,2,4,1,1,2,1,1,1,0,1,1,0
3629,33,14,9,14,4,8,7,6,7,2,1,1,5,3,2,4,2,1
3630,37,69,89,46,38,17,35,25,15,9,18,9,8,6,8,1,1,0
3631,11,3,34,14,11,5,13,2,6,3,0,2,0,1,2,0,0,0
3632,3,15,7,10,2,4,1,2,0,3,3,1,1,1,0,0,0,0
3633,5,8,8,1,3,3,4,2,2,0,2,1,0,1,3,0,2,0
3634,10,3,10,10,2,1,2,2,2,1,0,0,1,0,0,0,0,0
3635,58,64,14,24,3,76,10,17,12,1,1,2,9,9,0,29,31,0
3636,5,3,7,11,4,1,3,5,0,9,0,0,3,0,1,1,0,0
3637,17,25,18,14,9,5,7,7,1,9,1,1,0,2,0,0,1,0
3638,31,32,45,27,29,11,60,5,8,12,11,6,2,3,8,2,5,0
3639,25,69,8,2,5,20,8,3,4,3,5,6,0,4,2,1,1,0
3640,27,17,22,20,7,4,4,8,5,8,4,3,6,3,1,0,2,0
3641,198,133,123,94,64,56,57,54,40,36,5,5,20,5,10,7,29,5
3642,2,8,3,0,1,2,2,1,1,0,3,2,0,10,0,0,0,7
3643,55,61,91,83,52,48,37,25,25,17,0,1,12,1,4,6,9,0
3644,19,21,3,6,1,5,0,16,2,0,0,0,0,0,0,1,0,0
3645,16,26,26,10,26,7,15,2,4,6,3,2,3,1,8,2,4,0
3646,22,10,35,26,70,2,20,11,6,14,3,1,8,1,7,15,2,0
3647,6,14,8,4,6,5,6,2,4,2,3,1,0,0,9,0,1,0
3648,179,263,229,120,88,77,84,49,32,37,44,17,16,15,20,2,7,2
3649,22,16,8,8,6,9,3,2,4,3,4,2,1,7,2,2,0,0
3650,258,304,251,156,111,136,123,66,57,43,47,23,28,24,27,7,11,9
3651,81,37,100,138,46,24,30,66,41,11,1,3,20,1,2,16,18,1
3652,36,152,104,50,83,38,53,18,15,15,31,28,6,13,15,2,5,4
3653,28,38,42,24,44,9,23,11,7,6,6,1,6,1,7,2,22,0
3654,54,77,157,90,85,35,71,43,13,13,12,10,11,3,17,4,6,2
3655,8,5,11,4,7,5,16,2,4,0,6,0,1,0,18,1,0,1
3656,29,32,18,19,10,9,5,6,3,4,2,1,5,2,1,0,2,1
3657,6,5,32,20,6,9,6,6,4,4,0,0,0,0,0,0,0,0
3658,86,55,70,63,93,18,31,20,21,43,5,6,18,10,4,10,9,1
3659,37,31,25,29,9,8,6,19,5,6,5,5,3,2,0,1,1,1
3660,13,9,24,16,52,3,15,2,7,11,2,1,2,1,4,2,1,0
3661,26,47,68,25,26,7,21,6,13,32,4,5,0,4,3,0,3,0
3662,16,33,5,13,35,4,4,2,3,32,3,3,2,0,1,2,0,0
3663,24,13,87,29,30,11,32,9,11,2,0,0,1,1,2,0,2,0
3664,75,68,16,8,4,38,20,5,9,0,6,1,5,2,7,1,1,0
3665,31,55,82,30,72,13,73,12,12,21,52,37,8,25,25,4,17,0
3666,12,6,36,9,12,3,11,4,7,2,0,0,1,1,2,0,3,0
3667,9,29,2,0,3,6,11,1,0,0,37,15,0,13,6,0,0,0
3668,19,7,2,12,2,2,1,3,2,2,1,1,15,0,0,4,1,0
3669,142,164,143,107,50,59,56,43,23,31,23,9,17,8,16,5,8,2
3670,18,29,31,12,7,6,7,11,7,3,4,3,2,2,2,0,2,0
3671,22,17,81,41,26,12,21,15,6,5,1,3,0,1,1,1,3,0
3672,74,62,47,36,24,25,29,9,10,16,18,13,3,13,10,2,9,0
3673,107,115,26,16,19,26,12,16,31,15,4,1,5,5,4,2,2,1
3674,35,15,39,26,15,19,24,13,10,5,1,1,4,1,2,9,2,0
3675,193,431,164,140,85,122,95,57,64,42,120,88,21,75,36,20,26,15
3676,18,27,33,21,58,9,22,6,6,5,12,16,3,7,4,9,0,0
3677,19,14,40,76,21,11,12,9,1,79,0,0,8,0,1,0,0,0
3678,12,20,80,43,131,4,45,7,7,19,6,3,3,2,8,1,3,0
3679,151,114,114,82,55,62,53,26,25,25,36,19,10,20,18,3,6,1
3680,43,6,8,5,3,13,3,4,6,1,1,0,0,0,1,1,0,0
3681,206,207,208,162,102,70,86,69,41,73,33,20,24,21,21,7,15,3
3682,39,43,8,8,5,38,7,1,8,0,5,4,6,8,3,1,2,1
3683,227,188,114,124,54,67,52,60,36,66,20,11,32,19,11,15,10,10
3684,34,50,69,37,24,15,23,12,11,5,8,10,2,4,3,2,3,0
3685,130,110,70,55,36,31,22,37,16,16,7,8,7,4,5,6,8,7
3686,30,25,13,15,9,6,4,11,7,10,6,5,1,2,1,2,3,0
3687,71,62,46,39,30,27,25,6,21,5,40,22,6,25,10,1,8,0
3688,163,83,44,42,21,42,22,28,31,8,16,13,12,19,5,7,9,3
3689,74,83,60,69,24,28,25,23,11,13,8,3,15,0,6,0,3,0
3690,122,176,101,131,22,59,33,45,20,20,22,11,21,6,2,3,3,0
3691,84,72,140,88,66,29,56,35,18,26,13,13,10,6,14,4,4,0
3692,6,17,21,10,14,6,20,1,1,28,10,1,3,0,24,0,11,0
3693,208,214,144,117,82,90,71,52,27,41,27,26,31,20,19,11,16,1
3694,28,33,9,4,3,7,4,9,9,2,2,2,1,0,0,1,0,0
3695,96,109,95,70,56,59,54,40,16,14,26,12,11,8,22,1,3,1
3696,60,81,24,16,12,16,10,16,7,5,10,8,4,6,3,2,7,1
3697,30,42,62,30,23,15,46,9,12,7,16,5,1,2,21,2,5,0
3698,32,32,25,30,19,11,23,9,3,11,14,8,7,1,26,7,1,0
3699,34,9,10,12,3,7,5,3,11,1,3,2,4,2,1,2,3,0
3700,53,12,11,12,3,8,3,10,6,2,0,0,3,0,1,2,2,0
3701,31,14,36,15,22,7,23,1,14,5,7,4,3,4,4,2,4,0
3702,13,18,15,8,31,5,8,2,2,2,1,1,1,0,3,1,1,0
3703,11,34,16,5,6,4,7,8,6,2,7,7,2,3,1,0,2,0
3704,97,94,29,40,18,27,7,29,10,10,11,12,11,4,7,4,4,4
3705,374,288,117,115,57,125,58,69,48,34,35,17,36,39,12,11,17,18
3706,22,60,11,9,6,13,9,6,1,0,8,3,3,6,1,1,1,0
3707,18,13,20,14,2,5,6,45,1,5,1,0,5,0,2,1,0,0
3708,14,15,7,4,3,4,1,1,4,2,3,2,2,4,0,0,1,1
3709,118,205,40,29,17,52,16,24,13,52,14,6,12,8,7,0,5,0
3710,6,63,14,4,8,5,8,4,2,2,5,7,0,2,3,0,0,0
3711,22,19,35,34,35,4,17,8,9,8,19,16,0,5,7,1,1,0
3712,19,51,79,31,61,16,75,6,8,5,12,4,2,1,14,1,3,0
3713,161,236,71,36,37,129,32,15,19,9,10,6,9,11,12,0,5,0
3714,16,16,9,12,2,6,2,8,3,1,1,1,4,0,0,0,1,1
3715,32,87,97,49,132,23,82,9,11,25,97,76,3,53,48,3,2,0
3716,79,196,152,78,68,35,69,46,36,19,39,9,11,6,12,1,17,0
3717,112,91,83,96,65,30,48,26,12,19,15,8,23,13,7,4,3,0
3718,180,104,33,32,21,40,9,25,25,4,6,4,12,9,4,7,5,0
3719,10,19,4,7,3,3,2,0,0,2,2,3,0,0,1,1,2,0
3720,116,47,39,43,4,39,9,13,19,2,13,11,10,5,0,2,4,4
3721,85,45,19,15,7,13,2,17,9,3,1,4,3,4,2,3,2,2
3722,4,5,5,10,8,0,2,0,1,25,1,0,2,0,0,0,0,0
3723,6,26,9,10,5,2,5,0,3,2,1,2,0,2,1,0,1,0
3724,160,318,98,73,66,81,60,39,44,37,60,34,20,30,19,12,20,0
3725,20,7,3,3,1,1,0,7,2,0,0,0,2,0,0,0,0,0
3726,51,135,158,75,104,34,76,28,19,12,28,26,7,15,18,4,7,1
3727,153,163,109,97,45,49,52,45,30,56,22,10,21,9,12,6,15,2
3728,20,20,19,20,9,4,7,3,4,8,3,5,0,1,0,1,0,0
3729,193,156,128,81,42,55,53,51,35,18,17,6,22,7,15,4,9,3
3730,7,8,17,5,10,4,22,2,4,0,3,0,0,1,5,0,0,0
3731,16,17,64,39,117,6,32,3,12,24,8,2,4,2,8,1,2,0
3732,84,65,21,25,15,34,16,17,24,7,18,12,11,49,5,15,5,2
3733,68,45,19,23,9,11,8,24,9,3,1,1,4,1,2,1,1,1
3734,12,19,23,6,10,4,5,5,2,5,4,4,3,2,1,0,0,0
3735,106,185,35,30,18,35,15,34,12,10,6,4,10,7,10,15,7,12
3736,35,18,43,38,53,9,18,8,6,49,1,1,8,1,2,2,2,0
3737,42,55,63,31,21,26,32,12,21,13,7,2,5,11,10,3,9,1
3738,9,24,5,4,4,3,3,4,1,1,3,1,1,0,1,0,4,0
3739,13,1,4,8,3,2,2,1,2,1,1,0,4,1,1,1,0,0
3740,42,7,12,2,4,2,3,9,8,2,2,0,1,0,3,0,0,0
3741,43,41,55,41,28,36,32,14,7,1,7,4,4,1,10,2,0,0
3742,26,73,33,31,21,12,11,13,8,5,4,2,5,1,5,1,1,1
3743,12,17,8,3,4,15,3,1,4,0,5,4,0,0,2,0,0,0
3744,14,15,5,6,5,2,5,0,3,1,7,2,2,0,2,1,2,0
3745,38,144,26,29,19,41,13,9,1,24,15,1,2,2,5,1,2,0
3746,112,129,125,61,66,45,64,34,25,25,11,4,13,8,15,2,19,1
3747,24,23,8,11,5,11,4,6,2,3,5,5,6,1,1,0,3,0
3748,10,29,4,1,1,3,1,2,1,1,2,2,0,1,1,0,0,0
3749,26,90,16,30,9,28,6,7,5,3,6,6,7,1,3,1,0,0
3750,10,25,5,0,7,6,9,4,0,1,10,3,0,1,16,0,0,0
3751,151,130,98,76,73,131,47,21,44,27,14,8,17,18,11,15,14,2
3752,95,59,25,15,16,28,13,13,18,9,18,12,7,12,7,2,2,4
3753,18,22,8,6,5,4,5,3,5,3,3,5,0,1,1,2,1,1
3754,121,94,75,26,51,27,39,20,22,29,8,2,13,7,11,3,11,0
3755,36,22,7,10,2,10,6,9,8,2,3,2,4,4,1,1,3,0
3756,109,166,122,68,56,60,79,21,15,15,73,38,13,24,24,2,10,1
3757,83,50,75,70,31,32,23,33,22,10,5,4,17,3,6,4,3,1
3758,27,10,10,16,3,5,1,10,4,1,3,3,2,0,0,1,0,2
3759,14,91,12,4,10,16,8,2,6,4,6,4,0,4,3,0,2,0
3760,98,83,98,59,63,40,65,33,48,59,20,7,13,8,19,9,19,1
3761,54,43,77,32,75,13,43,16,22,6,7,10,4,4,9,5,3,1
3762,53,43,88,162,140,15,39,35,9,196,4,1,32,2,6,26,3,0
3763,29,62,91,31,31,18,34,14,9,7,5,3,3,4,7,0,2,0
3764,18,5,2,4,2,2,1,6,2,1,0,0,1,0,1,0,0,0
3765,14,11,4,4,3,8,3,0,0,2,0,0,0,0,0,0,1,0
3766,18,121,8,2,6,30,9,3,3,6,8,4,1,4,6,0,3,0
3767,31,6,4,6,0,9,0,0,4,3,0,0,3,0,0,0,0,0
3768,156,264,226,144,125,67,113,64,52,85,60,38,30,33,30,8,18,7
3769,129,225,51,65,35,64,34,24,15,12,41,42,15,37,13,4,2,4
3770,103,130,66,41,27,102,34,13,23,7,13,8,9,10,17,2,8,1
3771,49,57,266,126,104,32,90,30,19,210,8,2,11,4,22,0,9,0
3772,12,19,10,11,10,3,5,2,2,5,7,7,3,3,2,0,0,0
3773,91,228,62,41,43,38,45,27,14,23,32,13,5,13,18,2,7,3
3774,29,14,12,12,5,6,5,9,6,0,6,2,2,0,9,1,1,0
3775,21,90,8,3,5,23,6,1,1,3,9,5,0,7,2,0,1,1
3776,10,38,6,1,3,7,4,2,1,4,1,1,0,4,2,0,0,0
3777,39,37,51,26,18,37,26,10,13,3,15,4,2,4,17,1,2,0
3778,268,388,246,171,82,118,112,73,47,93,98,39,23,32,27,5,25,4
3779,30,22,1,4,2,51,2,1,4,0,1,0,1,2,2,0,0,0
3780,74,106,76,32,86,27,50,16,27,27,50,40,7,41,20,4,3,0
3781,51,10,11,12,3,16,4,9,9,0,3,0,5,0,2,1,2,0
3782,30,31,6,5,4,9,5,3,4,6,3,3,2,3,2,0,0,2
3783,7,21,2,0,2,0,2,1,0,0,5,4,0,3,0,0,2,0
3784,26,21,3,4,3,6,0,3,6,0,6,3,0,0,1,0,0,0
3785,7,11,17,6,10,2,18,2,2,2,3,2,1,1,1,0,1,0
3786,36,17,6,10,3,10,2,5,2,2,0,1,2,0,1,1,0,5
3787,6,11,6,1,3,6,4,1,2,1,2,1,1,1,0,0,0,0
3788,11,12,7,3,3,15,5,0,2,0,2,2,0,1,1,0,0,0
3789,54,55,32,55,27,16,16,41,3,8,5,8,11,2,5,9,0,1
3790,42,50,23,21,39,20,19,9,8,9,6,8,3,4,3,10,2,11
3791,120,18,11,13,7,28,2,13,16,2,0,0,4,1,0,1,1,0
3792,244,314,234,148,114,112,116,51,51,50,70,34,27,33,22,6,18,8
3793,19,128,14,3,6,21,6,9,1,4,17,4,1,2,5,0,3,0
3794,10,18,8,8,7,3,4,1,1,6,4,4,0,1,2,1,1,0
3795,22,10,2,2,2,6,1,1,1,1,1,0,1,0,0,1,0,0
3796,78,115,16,15,10,38,15,12,14,8,26,12,5,18,7,4,3,0
3797,10,6,10,2,7,4,21,1,3,0,5,1,0,1,3,1,1,0
3798,13,9,9,8,7,2,3,8,3,2,0,0,1,0,1,1,1,0
3799,10,70,42,20,71,15,34,2,11,7,20,8,5,6,13,1,1,0
3800,14,13,43,23,11,6,18,7,3,20,2,0,2,3,2,0,1,0
3801,7,15,18,32,25,2,6,4,2,137,1,1,4,2,0,0,0,0
3802,3,9,9,4,3,3,3,2,2,1,2,2,0,0,1,0,0,0
3803,5,14,5,1,2,3,3,1,2,1,3,1,0,3,1,0,1,1
3804,29,39,26,39,31,4,13,13,3,121,4,5,11,4,2,24,1,2
3805,14,2,8,32,4,2,2,9,2,2,0,0,7,0,0,3,1,0
3806,6,24,17,38,28,3,6,5,0,162,2,3,5,3,0,0,0,0
3807,67,97,134,146,113,29,76,24,15,219,36,7,17,8,49,0,6,1
3808,361,436,260,219,150,148,116,98,55,161,73,23,40,37,35,11,28,7
3809,14,6,43,11,14,3,11,5,9,7,0,0,1,1,2,0,2,0
3810,24,13,23,11,2,13,6,3,17,3,1,0,5,2,1,3,14,0
3811,36,33,24,12,24,3,15,4,10,10,3,2,0,6,4,3,0,12
3812,15,23,67,28,62,13,36,5,11,13,5,0,4,0,16,2,3,0
3813,37,21,10,10,5,7,6,7,11,2,4,2,3,3,1,2,2,1
3814,12,14,18,6,4,3,5,7,5,1,0,0,2,0,0,0,1,0
3815,30,81,34,18,12,15,12,13,9,4,2,1,2,2,3,1,2,1
3816,81,146,79,24,37,45,60,16,7,15,56,28,6,29,22,4,9,2
3817,29,10,20,10,11,12,7,2,22,2,3,1,7,1,0,1,2,0
3818,17,16,10,10,8,4,2,1,7,6,2,3,0,1,0,1,1,0
3819,26,58,48,20,44,9,21,12,14,5,10,5,4,0,11,1,3,0
3820,6,7,24,15,40,2,18,4,4,5,4,0,0,1,5,1,1,1
3821,367,231,74,125,44,94,30,64,37,35,10,12,38,16,11,17,13,19
3822,98,56,45,36,14,24,10,24,13,7,3,2,5,1,2,3,1,2
3823,336,76,200,150,77,73,86,82,57,22,23,8,40,7,14,13,43,0
3824,291,337,267,184,159,112,160,73,69,128,71,45,46,43,33,16,23,2
3825,170,168,125,78,52,49,58,41,38,37,31,19,21,30,17,12,15,1
3826,20,7,3,4,2,3,1,6,1,0,0,0,1,0,0,1,0,4
3827,46,31,71,75,45,15,34,21,7,13,7,1,25,0,8,3,42,0
3828,6,6,20,10,36,1,12,1,6,7,0,2,0,0,2,1,0,0
3829,381,296,86,189,49,172,33,71,23,57,11,7,44,9,5,21,1,14
3830,80,37,13,24,3,25,5,17,7,3,5,2,4,1,1,3,0,1
3831,50,20,40,54,31,12,19,11,7,10,2,0,16,1,3,3,0,0
