ISBN,Title,Author,Year_Publication,Publisher
45546,Lindbergh,A. Scott Berg,1999,Berkley Publishing Group
45670,In the Hands of Providence: Joshua L. Chamberlain and the American Civil War,Alice Rains Trulock,1992,University of North Carolina Press
45639,"Me and Hank : A Boy and His Hero, Twenty-Five Years Later",Sandy Tolan,2000,Free Press
47583,Heavy Weather (Penguin Modern Classics),P.G. Wodehouse,2001,Penguin Books Ltd
45697,French Broad,Wilma Dykeman,1992,Wakestone Books
45430,An Honorable Defeat: The Last Days of the Confederate Government,William C. Davis,2002,Harvest Books
45465,The First Salute,Barbara W. Tuchman,1989,Ballantine Books
45711,The Gilded Cage,Troy Soos,2003,Kensington Publishing Corporation
20470,Doom: Hell On Earth,Dafydd ab Hugh,1995,Pocket Star
45700,Shackleton's Forgotten Men: The Untold Tale of an Antarctic Tragedy,Lennard Bickel,2000,Thunder's Mouth Press
45408,Vineyard Fear : A Martha's Vineyard Mystery (Martha's Vineyard Mysteries (Avon Books)),Philip R. Craig,2004,Avon
65709,Touch Me With Fire,Nicole Jordan,1993,Harper Mass Market Paperbacks (Mm)
65718,Alexandra's Ecstasy,Dana Ransom,1989,Zebra Books
65719,Passion's Thunder,Lauren Wilde,1991,Kensington Pub Corp (Mm)
45649,Armies of Pestilence the Impact of Disease,R S Bray,0,Barnes Noble
45685,Off to the Side: A Memoir,Jim Harrison,2002,Atlantic Monthly Press
45436,The Bootlegger: A Story of Small-Town America,John E. Hallwas,1998,University of Illinois Press
45679,Bloodroot: Reflections on Place by Appalachian Women Writers,Joyce Dyer,1998,Univ Pr of Kentucky
65717,Sweet Escape,Susan MacIas,1994,Berkley Pub Group (Mm)
65699,Wings of the Storm,Susan Sizemore,1992,Harper Mass Market Paperbacks (Mm)
45638,FINEST HOUR : The Battle of Britain,Phil Craig,2000,Simon &amp; Schuster
65720,Winds of Destiny,Victoria Thompson,1994,Zebra Books
45412,At Dawn We Slept: The Untold Story of Pearl Harbor,Gordon William Prange,1981,McGraw-Hill
45441,The Chieftains: The Authorized Biography,John Glatt,1997,St Martins Pr
45715,The IRA: A History,Tim Pat Coogan,1994,Roberts Rinehart Publishers
45614,Wallace Stegner: His Life and Work,Jackson J. Benson,1996,Viking Books
45710,Hunting a Detroit Tiger (Mickey Rawlings Baseball Mystery),Troy Soos,1998,Kensington Publishing Corp.
45524,"Bernard Shaw: The Lure of Fantasy, 1918-1951 (Bernard Shaw)",Michael Holroyd,1991,Random House Inc
45667,The Famine Ships: The Irish Exodus to America,Edward Laxton,1998,Owl Books (NY)
45626,GENERAL JAMES LONGSTREET: THE CONFEDERACY'S MOST CONTROVERSIAL SOLDIER,Jeffry D. Wert,1994,Simon &amp; Schuster
45393,The AMERICAN WEST,Dee Brown,1994,Scribner
45709,The Cincinnati Red Stalkings (Mickey Rawlings Baseball Mystery),Troy Soos,1998,Kensington Publishing Corporation
37840,Loser Takes All,Graham Greene,1971,Penguin Books Ltd
45477,Uncollected Stories of William Faulkner,William Faulkner,1997,Vintage Books USA
45665,Past Imperfect: History According to the Movies (A Henry Holt Reference Book),Mark C. Carnes,1995,Henry Holt &amp; Co
45401,Orwell: The Authorized Biography,Michael Shelden,1991,Harpercollins
45692,"A Walker's Guide to Harpers Ferry, West Virginia",David T. Gilbert,1997,Appalachian Trail Conference
45712,Selected Letters of Dashiell Hammett,Dashiell Hammett,2001,Counterpoint Press
45704,Michael Collins: The Man Who Made Ireland,Tim Pat Coogan,1996,Roberts Rinehart Publishers
45516,Get Happy: The Life of Judy Garland,Gerald Clarke,2001,Delta
45637,GRANT,Jean Edward Smith,2001,Simon &amp; Schuster
45535,O'Neill Life With Monte Cristo,Arthur Gelb,2000,Applause Theatre &amp; Cinema Book Publishers
45672,Chicago Death Trap: The Iroquois Theatre Fire of 1903,Nat Brandt,2003,Southern Illinois University Press
45634,COLLEEN DEWHURST,Colleen Dewhurst,1997,Scribner
45424,44 Dublin Made Me,Peter Sheridan,2000,Penguin Books
45699,Iron Heel,Jack London,1981,Lawrence Hill Books
45668,Marianne in Chains: Daily Life in the Heart of France During the German Occupation,Robert Gildea,2003,Metropolitan Books
45654,A Personal Journey With Martin Scorsese Through American Movies,Martin Scorsese,1997,Hyperion Books
36789,You Can Analyze Your Own Handwritting (R),Robert Holder,1986,Signet Book
45425,Ambrose Bierce and the Queen of Spades (Penguin Mysteries (Paperback)),Oakley Hall,2000,Penguin Books
36794,Mountain Valley War,Louis L'Amour,1978,Bantam Books
36785,Kilkenny,Louis L'Amour,1977,Fawcett Books
36784,To Tame a Land (Gregg Press Western Fiction Series),Louis L'Amour,1982,Fawcett Books
45454,Red House (St. Martin's Minotaur Mysteries),K. J. A. Wishnia,2002,St. Martin's Minotaur
36765,Whip Hand,Dick Francis,1980,Harpercollins
45534,Murder in Grub Street,Bruce Alexander,1995,Putnam Pub Group
45705,Irish Hunger: Personal Reflections on the Legacy of the Famine,Tom Hayden,1997,Roberts Rinehart Publishers
36779,Shadow Walk (Prime Crime Mysteries),Jane Waterhouse,1999,Berkley Publishing Group
36827,Brunswick Gardens,Anne Perry,0,Fawcett Columbine
45584,Celtic Myths and Legends,T. W. Rolleston,1990,Dover Publications
36786,Hondo (Fawcett Gold Medal Book),Louis L'Amour,1981,Fawcett Books
45433,A Day in Our Life,Sean O'Crohan,1993,Oxford Univ Pr (T)
45447,The Remake: As Time Goes by,Stephen Humphrey Bogart,1997,St Martins Pr
45532,Twice Shy,Dick Francis,1984,Putnam Publishing Group
36807,I Am the Clay,Chaim Potok,1999,Bt Bound
45529,Lee--the last years,Charles Bracelen Flood,1981,Houghton Mifflin
36813,"Love, Acceptance and Forgiveness:Equipping the Church to Be Truly Christian in a Non-Christian World",Jerry Cook,1979,Regal Books
45510,Cagney by Cagney,James Cagney,1976,Doubleday
45459,Maybe: A story,Lillian Hellman,1980,"Little, Brown"
45627,Lucky eyes and a high heart: The life of Maud Gonne,Nancy Cardozo,1978,Bobbs-Merrill
45399,In the Frame,Dick Francis,1977,Harpercollins
45398,High Stakes,Dick Francis,1976,Harpercollins
38472,Sweet Liberty: Freedom and Love Reign at Four Historical Fourth of July Celebrations,Pamela Freedom's Cry Griffin,2002,Barbour Bargain Books
38471,German Enchantment: A Legacy of Customs and Devotion in Four Romantic Novellas,Irene B. Brand,2002,Barbour Publishing
38473,"Dear Miss Lonely Heart: Four Stories of Love Within the \Advice Column\""""",Aisha Ford,2002,Barbour Books
38474,Triumphant Hearts: Love Is the Strongest Remnant After the Battle in Four Complete Novels,Taylor James,2002,Barbour Bargain Books
45400,With malice toward none: The life of Abraham Lincoln,Stephen B Oates,1977,Harper &amp; Row
38465,Getaways: Four Inspirational Love Stories to Sweep You Away on Romantic Excursions,Peggy Darty,2000,Barbour Publishing
38476,Blind Dates: Four Stories of Hearts United With a Little Help from Grandma,Kristin Billerbeck,2003,Barbour Publishing
45432,The Western Island or the Great Blasket (Oxford Paperbacks),Robin Flower,1993,Oxford Univ Pr (T)
38381,Murder at Midnight: An Eleanor Roosevelt Mystery,Elliott Roosevelt,1997,St Martins Pr
45439,The Mae West Murder Case,George Baxt,1993,St Martins Pr
38383,Red Lightning,Hugh Holton,1998,St Martins Pr
45521,The Norton Anthology of Modern Poetry,Richard Ellmann,1973,W. W. Norton &amp; Company
38430,The Devil's Mouth - A Novel -,T. M. Williams,2001,W Publishing Group
45617,Pioneer women: Voices from the Kansas frontier,Joanna L Stratton,1981,Simon and Schuster
45523,Myrna Loy: Being and Becoming,James Kotsilibas-Davis,1987,Horizon Book Promotions
38432,The Stonewycke Trilogy,Michael Phillips,1996,Bristol Park Books
45678,Moving Pictures: Memories of a Hollywood Prince,Budd Schulberg,1984,Xs Books
38433,More Murder in the Carolinas,Nancy Rhyne,1990,John F Blair Pub
45413,The Brendan Voyage,Timothy Severin,1982,Book Sales
34305,The Zombie Survival Guide : Complete Protection from the Living Dead,MAX BROOKS,2003,Three Rivers Press
45402,Buster Keaton: Cut to the Chase,Marion Meade,1995,Harpercollins
38426,"The Kindled Flame (Freedom's Holy Light, Vol. 2)",Sally Laity,1994,Tyndale House Pub
45686,Wondrous Times on the Frontier,Dee Brown,1991,August House Publishers
45406,The Death of an Irish Tradition : A Peter McGarr Mystery (Peter McGarr Mysteries (Paperback)),Bartholomew Gill,2003,Avon
38401,"Jessica's No Angel (Sweet Valley Twins Super Edition, No 11)",Jamie Suzanne,1998,Sweet Valley
38424,"The Haunted House (The Sugar Creek Gang , No 16)",Paul Hutchens,1998,Moody Publishers
38439,Undercover Artists (Live from Brentwood High),Judy Baer,1996,Bethany House Publishers
38412,The Secret of the Fiery Chamber,Carolyn Keene,2001,Aladdin
38409,"The MYSTERIOUS IMAGE NANCY DREW #74 (Nancy Drew, No 74)",Carolyn Keene,1990,Aladdin
45582,"Letters and Notes on the Manners, Customs, and Conditions of the North American Indians; Written During Eight Years' Travel (1832-1839 Amongst the W)",George Catlin,1973,Dover Publications
38390,The Illyrian Adventure,Lloyd Alexander,1990,Yearling Books
45583,"Letters and Notes on the Manners, Customs, and Conditions of the North American Indians: Written During Eight Years' Travel (1832-1839 Amongst the)",George Catlin,1973,Dover Publications
38458,Pollyanna (Young Reader's Christian Library),Eleanor H. Porter,1998,Barbour Pub Inc
45682,Insurrection in Dublin,James Stephens,1993,Colin Smythe
38410,"EVIL INC (HARDY BOYS CASE FILE 2) : EVIL INC (Hardy Boys, The)",Franklin W. Dixon,1991,Simon Pulse
45703,The Path to Freedom,Michael Collins,1996,Roberts Rinehart Publishers
38408,DEAD ON TARGET (HB #1) (Hardy Boys Casefiles (Paperback)),Franklin W. Dixon,1989,Simon Pulse
45567,Rebels: The Irish Rising of 1916,Peter De Rosa,1992,Ballantine Books
38456,Esther (Young Reader's Christian Library),Susan Martins Miller,1998,Barbour Publishing
38481,Vancouver,Gail Sattler,2003,Barbour Publishing
45690,Landscape Turned Red : The Battle of Antietam,Stephen W Sears,1983,Ticknor &amp; Fields
38478,Minnesota: The Prairie Blossoms With Love in Four Complete Novels,Joann A. Grote,2003,Barbour Publishing
45613,"Hollywood; stars and starlets, tycoons and flesh-peddlers, moviemakers and moneymakers, frauds and geniuses, hopefuls and has-beens, great lovers and sex symbols",Garson Kanin,1974,Viking Press
38416,Mandie and Mollie &amp; the Angel's Visit,Lois Gladys Leppard,1998,Bethany House Publishers
38419,Mandie and the Night Thief (Mandie Book),Lois Gladys Leppard,2003,Bethany House
38418,Mandie and the New York Secret (Mandie Book),Lois Gladys Leppard,2003,Bethany House
45618,Capote: A Biography,Gerald Clarke,1988,Simon &amp; Schuster
65135,Places of Greater Safety,Hilda Hollingsworth,1993,Zenobia Press
38454,"Mandie and the Quilt Mystery (Mandie Book, 35)",Lois Gladys Leppard,2002,Bethany House
38453,"Mandie and the Tornado! (Mandie Book, 34)",Lois Gladys Leppard,2001,Bethany House Publishers
38452,"Mandie and the Dark Alley (Mandie Book, 33)",Lois Gladys Leppard,2000,Bethany House Publishers
38451,"Mandie and the Seaside Rendezvous (Mandie Book, 32)",Lois Gladys Leppard,2000,Bethany House Publishers
45511,I remember it well,Vincente Minnelli,1974,Doubleday
38438,"Mandie and the Buried Stranger (Mandie Book, 31)",Lois Gladys Leppard,1999,Bethany House Publishers
38450,"Mandie and the Long Good-Bye (Mandie Book, 30)",Lois Gladys Leppard,1998,Bethany House Publishers
45519,"Land of Savagery, Land of Promise: The European Image of the American Frontier in the Nineteenth Century",Ray Allen. Billington,1981,W W Norton &amp; Co Inc
45512,Crazy Horse and Custer: The Parallel Lives of Two American Warriors,Stephen E. Ambrose,1975,Bantam Dell Pub Group
38447,"Mandie and the Courtroom Battle (Mandie Book, 27)",Lois Gladys Leppard,1996,Bethany House Publishers
38446,"Mandie and the Schoolhouse's Secret (Mandie Book, 26)",Lois Gladys Leppard,1996,Bethany House Publishers
45438,Mary Chesnut's Civil War,C.V. Woodward,1981,Yale University Press
38444,Mandie and the Invisible Troublemaker (Mandie Book),Lois Gladys Leppard,1994,Bethany House
38434,Mandie and the Foreign Spies  (Mandie Mysteries #15),Lois Gladys Leppard,1990,Bethany House
38393,Anne of Avonlea (Skylark Yearling ed),L. M. Montgomery,1992,Skylark Books
38442,"Empire Builders (Great Northwest, No 1)",Linda Chaikin,1994,Bethany House Publishers
38428,High Lord of Lystra,Robin Hardy,1986,Thomas Nelson Inc
46775,Corfu,Robert Dessaix,2001,Picador (UK)
38460,Christopher Columbus (Young Reader's Christian Library),Sam Wellman,1998,Barbour Pub Inc
38445,"The Winner's Circle (Golden Filly, Book 10)",Lauraine Snelling,1995,Bethany House Publishers
38387,Sweet and Deadly,Charlaine Harris,1981,Houghton Mifflin
45473,Last of the Dixie Heroes,PETER ABRAHAMS,2002,Fawcett
38441,The Rough Rider (House of Winslow),Gilbert Morris,1995,Bethany House Publishers
45701,Loitering With Intent: The Child,Peter O'Toole,1993,Hyperion Books
45528,The Age of Uncertainty,John Kenneth Galbraith,1979,Bookthrift Co
45696,The Civil War in Maryland,Daniel Carroll Toomey,1983,Toomey Pr
45677,"Guernica, the Crucible of World War II",Gordon Thomas,1975,Natl Book Network
45673,Sins of the City: The Real Los Angeles Noir,Jim Heimann,1999,Chronicle Books
45581,Exploration of the Colorado River and Its Canyons,John W. Powell,1961,Dover Publications
65830,PRIDE PREJUDICE,Jane Austen,1982,Pocket
45960,The Girl from the Golden Horn,Kurban Said,2003,Anchor Books/Doubleday
60207,Bad Blood: Crisis in the American Red Cross,Judith Reitman,1996,Kensington Publishing Corporation
65834,Mine's the Best (My First I Can Read),Crosby Bonsall,1997,HarperTrophy
38570,Woman of Dreams,Angela Drake,1997,Scarlet Books
65835,Bordertown,Windling,1995,Tor Books (Mm)
38514,Cherokee Sundown,Genell Dellin,1992,Harper Mass Market Paperbacks (Mm)
36837,The Chief: The Life of William Randolph Hearst,David Nasaw,2000,Houghton Mifflin Co
45750,Void Moon,Michael Connelly,2004,Warner Books
45747,STORMBREAKER (Alex Rider Adventure),Anthony Horowitz,2004,Speak
38575,Chow Chows,Beverly Pisano,1981,Thomasson Grant &amp; Howell
45756,The Leap,Jonathan Stroud,2004,Miramax Kids
45755,Angels &amp; Demons : A Novel,Dan Brown,2008,Washington Square Press
46451,Between Heaven and Earth: A Guide to Chinese Medicine,Harriet Beinfield,1992,Ballantine Books
21092,Clean Break.,Val McDermid,2000,"Fischer (Tb.), Frankfurt"
60977,Die Asche meiner Mutter. Irische Erinnerungen.,Frank McCourt,2000,Luchterhand Literaturverlag
1253,Los Parentescos,Carmen Martin Gaite,2003,Anagrama
51234,As the Crow Flies,Jeffrey Archer,1991,Harpercollins
61594,"Honeymoon With A Handsome (Harlequin Intimate Moments, No 748)",Elane Osborn,1996,Silhouette
48095,The Magic of Ordinary Days,Ann Howard Creel,2002,Penguin Books
36860,Red Tape Holds Up New Bridge: And More Flubs from the Nation's Press,Gloria Cooper,1987,Berkley Pub Group
51892,Nice Work,David Lodge,1989,Penguin USA
65857,The Simple Gift: A Novel (Uqp Young Adult Fiction),Steven Herrick,2000,University of Queensland Pr (Australia)
33505,Women Who Kill Viciously,Mike James,2003,Pan Macmillan
33530,Creating Web Pages for Dummies Quick Reference,Doug Lowe,1998,For Dummies
33529,Ronnie: The Autobiography of Ronnie O'Sullivan,Ronnie O'Sullivan,2004,Orion
38614,"Beyond Reason: The True Story of a Shocking Double Murder, a Brilliant and Beautiful Virginia Socialite, and a Deadly Psychotic Obsession",Ken Englade,1990,St Martins Pr
33480,Put on by cunning,Ruth Rendell,1981,Hutchinson
33478,BORN FREE - LION EDITION: The Story of Elsa,Joy Adamson,1983,HarperCollins Publishers
33522,The Christmas mouse;,Read,1973,Michael Joseph
33479,Living Free: Elsa and Her Cubs,Joy Adamson,1979,HarperCollins Publishers
45774,Golden Eyes,John Gideon,1994,Berkley Pub Group
45775,Earth Abides,Stewart,1981,Not Avail
61369,Land der F√?¬ºlle.,Tim Pears,1999,Goldmann
33523,Hitler's last days: An eye-witness account;,Gerhard Boldt,1973,Sphere
33520,The Dreamer's Dictionary: The Complete Guide to Interpreting Your Dreams,Stearn Robinson,1986,HarperCollins Publishers
56202,MAGIC OF ENCOURAGEMENT,Stephanie Marston,1992,Pocket
20263,Bright Shark,Robert Ballard,1992,Dell Publishing Company
33535,Latin America: A Concise Interpretive History,E. Bradford Burns,1993,Prentice Hall
33537,The Colour of Memory,Geoff Dyer,1997,Little Brown and Company
34095,Undefended Love: The way that you felt about yourself when you first fell in love is the way that you can feel all the time,Jett Psaris,2000,New Harbinger Publications
46552,Tarot Shadow Work: Using the Dark Symbols to Heal,Christine Jette,2000,Llewellyn Publications
46504,Tarot for Your Self,Mary K. Greer,1984,U s Games Systems
46499,The Tarot Handbook: Practical Applications of Ancient Visual Symbols,Angeles Arrien,1997,Jeremy P. Tarcher
34229,Rosehill.,Susanna Kearsley,2001,Piper
46831,The Dolphin: Story of a Dreamer,Sergio Bambaren,1999,Hay House
64100,Island Loving,Jan MacLean,1982,Harlequin Books
65900,How to Understand Islam,Jacques Jomier,1989,Crossroad General Interest
65905,Daughters of Another Path: Experiences of American Women Choosing Islam,Carol Anderson Anway,1995,Yawna Publications
65901,Teach Yourself Islam,Ruqaiyyah Waris Maqsood,1996,McGraw-Hill/Contemporary
38652,Supercomputer #39,Edward Packard,1984,Skylark Books
38688,George Washington Carver (On My Own Biography),Andy Carter,2000,Carolrhoda Books
65897,X-Force: New Beginnings,Peter Milligan,2001,Marvel Comics
38640,Insect Invaders (Magic School Bus Chapter Books (Paperback)),Anne Capeci,2002,Scholastic Paperbacks
38649,Charlie Parker Played Be Bop (Orchard Paperbacks),Christopher Raschka,1997,Orchard Books (NY)
38683,World's Weirdest Dinosaurs (World's Weirdest Series),M. L. Roberts,1995,Troll Communications
65899,"One People, Two Worlds : A Reform Rabbi and an Orthodox Rabbi Explore the Issues That Divide Them",AMMIEL HIRSCH,2003,Schocken
38672,The Mystery of the Hairy Tomatoes,George E. Stanley,2001,Aladdin
38636,"Johnny Appleseed: My Story (Step-Into-Reading, Step 3)",DAVID HARRISON,2001,Random House Books for Young Readers
38646,What's Out There?: A Book About Space (All Aboard Books),Lynn Wilson,1993,Grosset &amp; Dunlap
